X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
24433.0,11861.0,69.175,74.975,,,,
22929.0,11994.0,31.575,78.3,37.7467299908,95.0531191555,,
22392.0,12881.0,18.15,100.475,25.922215376,148.808492722,53.7553735668,53.7553735668
22339.0,13868.0,16.825,125.15,24.7105493666,176.92624533,28.1177526075,28.1177526075
23177.0,13064.0,37.775,105.05,29.0329554128,313.814094001,136.887848671,136.887848671
23120.0,12380.0,36.35,87.95,17.1592722748,4.76357639197,50.9494823907,50.9494823907
23029.0,11573.0,34.075,67.775,20.3028630986,6.43361129225,1.67003490028,1.67003490028
23009.0,10793.0,33.575,48.275,19.5064092031,1.46878313273,-4.96482815952,4.96482815952
23440.0,10623.0,44.35,44.025,11.5828806866,291.526933276,-69.9418498564,69.9418498564
23941.0,10942.0,56.875,52.0,14.8484426793,237.514872561,-54.0120607158,54.0120607158
23858.0,10342.0,54.8,37.0,15.1428407176,7.87580879283,130.360936232,130.360936232
23080.0,10414.0,35.35,38.8,19.5331129112,95.2865750373,87.4107662445,87.4107662445
22711.0,10593.0,26.125,43.275,10.2531092845,115.876473588,20.5898985505,20.5898985505
22127.0,10792.0,11.525,48.25,15.4243516882,108.815780097,-7.06069349126,7.06069349126
22373.0,11421.0,17.675,63.975,16.8848489777,201.360644927,92.5448648305,92.5448648305
22780.0,11635.0,27.85,69.325,11.4957872719,242.265827979,40.905183052,40.905183052
23163.0,11335.0,37.425,61.825,12.1626734314,308.072119943,65.8062919638,65.8062919638
23527.0,11126.0,46.525,56.6,10.4933609964,299.864533748,-8.20758619432,8.20758619432
24121.0,11077.0,61.375,55.375,14.9004404297,274.716628226,-25.1479055229,25.1479055229
24397.0,10637.0,68.275,44.375,12.9849913362,327.9016318,53.1850035743,53.1850035743
24168.0,10053.0,62.55,29.775,15.682334807,21.4109868058,53.509355006,53.509355006
23396.0,9841.0,43.25,24.475,20.0144947476,74.6438235071,53.2328367013,53.2328367013
23077.0,10040.0,35.275,29.45,9.39953456295,121.955581306,47.3117577989,47.3117577989
22773.0,10044.0,27.675,29.55,7.60065786626,90.7518885443,-31.2036927618,31.2036927618
22171.0,9820.0,12.625,23.95,16.0580976457,69.5893399413,-21.1625486029,21.1625486029
21666.0,10225.0,0.0,34.075,16.18351785,128.728188761,59.1388488197,59.1388488197
21872.0,10849.0,5.15,49.675,16.4281009249,198.269802694,69.5416139328,69.5416139328
22227.0,10983.0,14.025,53.025,9.48620709241,249.321715413,51.0519127187,51.0519127187
22693.0,10873.0,25.675,50.275,11.9701712603,283.282731269,33.9610158568,33.9610158568
22891.0,10783.0,30.625,48.025,5.43737068812,294.446297589,11.1635663197,11.1635663197
23142.0,10775.0,36.9,47.825,6.27818644196,271.827748212,-22.6185493768,22.6185493768
23716.0,10579.0,51.25,42.925,15.1635253157,288.853992617,17.0262444048,17.0262444048
23912.0,10057.0,56.15,29.875,13.9396018595,339.420244958,50.5662523404,50.5662523404
23834.0,9794.0,54.2,23.3,6.8580700638,16.5186153409,37.0983703833,37.0983703833
23811.0,9436.0,53.625,14.35,8.96845165009,3.67586249076,-12.8427528501,12.8427528501
23666.0,9019.0,50.0,3.925,11.0372664188,19.1732686522,15.4974061614,15.4974061614
23170.0,8862.0,37.6,0.0,13.0063686323,72.4347519059,53.2614832537,53.2614832537
22703.0,9031.0,25.925,4.225,12.4159675418,109.893254132,37.4585022261,37.4585022261
22501.0,9171.0,20.875,7.725,6.14430630747,124.722679043,14.8294249114,14.8294249114
22246.0,9230.0,14.5,9.2,6.54341271815,103.025234483,-21.6974445609,21.6974445609
