X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
23534.0,20641.0,349.575,192.55,,,,
23569.0,20251.0,350.45,182.8,9.78918408245,354.871935414,,
23612.0,19988.0,351.525,176.225,6.66230065368,350.714746024,-4.15718939066,4.15718939066
23682.0,19747.0,353.275,170.2,6.274003905,343.804344171,-6.91040185289,6.91040185289
23739.0,19505.0,354.7,164.15,6.21555508382,346.746801503,2.94245733267,2.94245733267
23804.0,19429.0,356.325,162.25,2.50012499688,319.46453759,-27.2822639134,27.2822639134
23895.0,19193.0,358.6,156.35,6.32341877468,338.914496066,19.4499584756,19.4499584756
23891.0,18802.0,358.5,146.575,9.77551149557,0.586111141318,21.6716150758,21.6716150758
23904.0,18500.0,358.825,139.025,7.55699179568,357.535226514,-3.05088462693,3.05088462693
24092.0,18169.0,363.525,130.75,9.51659734359,330.405190319,-27.1300361955,27.1300361955
24112.0,17728.0,364.025,119.725,11.0363320447,357.403387819,26.9981974997,26.9981974997
24183.0,17162.0,365.8,105.575,14.2608949579,352.850186003,-4.55320181586,4.55320181586
23975.0,16720.0,360.6,94.525,12.2123912482,25.2006455224,32.3504595197,32.3504595197
23599.0,16490.0,351.2,88.775,11.0191878104,58.5447263063,33.3440807839,33.3440807839
23340.0,16171.0,344.725,80.8,10.2725970426,39.0727217332,-19.4720045731,19.4720045731
23206.0,15927.0,341.375,74.7,6.95934623366,28.7737582094,-10.2989635238,10.2989635238
23095.0,15824.0,338.6,72.125,3.78566374629,47.1381677213,18.3644095119,18.3644095119
22748.0,15693.0,329.925,68.85,9.27260750814,69.3160077741,22.1778400528,22.1778400528
22499.0,15782.0,323.7,71.075,6.6106920969,109.666299627,40.350291853,40.350291853
22116.0,16001.0,314.125,76.55,11.0297892092,119.759810924,10.0935112968,10.0935112968
21813.0,16145.0,306.55,80.15,8.38693179894,115.41769122,-4.3421197044,4.3421197044
21387.0,15957.0,295.9,75.45,11.6409836354,66.1863644117,-49.2313268078,49.2313268078
20944.0,15940.0,284.825,75.025,11.0831516276,87.8011516695,21.6147872579,21.6147872579
20784.0,15920.0,280.825,74.525,4.03112887415,82.8715277827,-4.92962388684,4.92962388684
20690.0,15885.0,278.475,73.65,2.50761340721,69.5723727777,-13.299155005,13.299155005
20690.0,15886.0,278.475,73.675,0.025,180.0,110.427627222,110.427627222
20572.0,15758.0,275.525,70.475,4.35229824346,42.6699903152,-137.330009685,137.330009685
20421.0,15550.0,271.75,65.275,6.42577816299,35.9769273997,-6.69306291545,6.69306291545
20128.0,15469.0,264.425,63.25,7.59975328547,74.5447587282,38.5678313285,38.5678313285
19812.0,15401.0,256.525,61.55,8.08084154033,77.8540548101,3.30929608188,3.30929608188
19612.0,15322.0,251.525,59.575,5.37593015208,68.4435597961,-9.41049501395,9.41049501395
19612.0,15323.0,251.525,59.6,0.025,180.0,111.556440204,111.556440204
19523.0,15675.0,249.3,68.4,9.07692816982,165.81026314,-14.18973686,14.18973686
19061.0,15620.0,237.75,67.025,11.6315572904,83.2098728751,-82.6003902649,82.6003902649
18531.0,15630.0,224.5,67.275,13.2523582807,91.0797684108,7.86989553572,7.86989553572
17993.0,15935.0,211.05,74.9,15.461019533,119.548672398,28.4689039868,28.4689039868
17734.0,16768.0,204.575,95.725,21.8083986115,162.728047822,43.1793754244,43.1793754244
17011.0,16851.0,186.5,97.8,18.193714574,96.548002616,-66.1800452061,66.1800452061
16324.0,16501.0,169.325,89.05,19.2754539506,63.0023033495,-33.5456992665,33.5456992665
15885.0,15774.0,158.35,70.875,21.2316096893,31.1254168765,-31.876886473,31.876886473
15284.0,15144.0,143.325,55.125,21.7672489075,43.6500535466,12.5246366701,12.5246366701
14948.0,14420.0,134.925,37.025,19.9541975534,24.8951863914,-18.7548671552,18.7548671552
14807.0,13779.0,131.4,21.0,16.4081153701,12.4055362834,-12.489650108,12.489650108
14167.0,13408.0,115.4,11.725,18.4939348166,59.8990470725,47.4935107891,47.4935107891
13673.0,13641.0,103.05,17.55,13.6547839602,115.250369826,55.3513227536,55.3513227536
13281.0,13638.0,93.25,17.475,9.80028698559,89.5601345589,-25.6902352673,25.6902352673
12795.0,13684.0,81.1,18.625,12.20430252,95.4057094568,5.84557489789,5.84557489789
12319.0,13746.0,69.2,20.175,12.000520822,97.4198625648,2.01415310799,2.01415310799
12191.0,13462.0,66.0,13.075,7.78781098898,24.2605556102,-73.1593069545,73.1593069545
12024.0,13247.0,61.825,7.7,6.80597164261,37.8368072319,13.5762516216,13.5762516216
11836.0,13199.0,57.125,6.5,4.85077313425,75.6744828413,37.8376756095,37.8376756095
11536.0,13328.0,49.625,9.725,8.16398340273,113.266036591,37.5915537498,37.5915537498
11119.0,13293.0,39.2,8.85,10.4616561786,85.2009544956,-28.0650820955,28.0650820955
10711.0,13131.0,29.0,4.8,10.9746298343,68.3428556364,-16.8580988593,16.8580988593
10238.0,12939.0,17.175,0.0,12.762077613,67.9058167194,-0.437038916948,0.437038916948
10016.0,12966.0,11.625,0.675,5.59089661861,96.9317354514,29.025918732,29.025918732
9551.0,13100.0,0.0,4.025,12.0980628615,106.074302333,9.14256688127,9.14256688127
