X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
36637.0,10893.0,254.175,28.375,,,,
36131.0,10658.0,241.525,22.5,13.9476924615,65.0877013471,,
35759.0,10409.0,232.225,16.275,11.1910957909,56.2024186966,-8.88528265043,8.88528265043
35395.0,10248.0,223.125,12.25,9.95040828308,66.1385641827,9.93614548611,9.93614548611
34802.0,10061.0,208.3,7.575,15.5446534217,72.4967377039,6.35817352118,6.35817352118
34231.0,10001.0,194.025,6.075,14.3535927558,84.0005193817,11.5037816778,11.5037816778
33523.0,9965.0,176.325,5.175,17.7228665853,87.0884285594,3.08790917766,3.08790917766
32796.0,9915.0,158.15,3.925,18.2179341584,86.0649212655,-1.02350729385,1.02350729385
32074.0,9957.0,140.1,4.975,18.0805143732,93.3283794305,7.26345816501,7.26345816501
31650.0,9758.0,129.5,0.0,11.7094246229,64.8564217005,-28.47195773,28.47195773
30936.0,9918.0,111.65,4.0,18.2926897967,102.629897716,37.7734760154,37.7734760154
30252.0,10065.0,94.55,7.675,17.4904438194,102.128209744,-0.50168797218,0.50168797218
29751.0,10220.0,82.025,11.55,13.1107303382,107.189981101,5.0617713569,5.0617713569
29288.0,10560.0,70.45,20.05,14.3607320496,126.290524245,19.1005431447,19.1005431447
28743.0,10886.0,56.825,28.2,15.8764959925,120.885568374,-5.40495587111,5.40495587111
28162.0,11268.0,42.3,37.75,17.3832714125,123.323666979,2.4380986045,2.4380986045
27785.0,11492.0,32.875,43.35,10.9631484985,120.716103074,-2.60756390459,2.60756390459
27314.0,12048.0,21.1,57.25,18.2170421584,139.730778503,19.0146754291,19.0146754291
26879.0,12682.0,10.225,73.1,19.2220738996,145.544756683,5.81397817943,5.81397817943
26675.0,13254.0,5.125,87.4,15.1822264507,160.37122824,14.826471557,14.826471557
26562.0,14107.0,2.3,108.725,21.5113051673,172.453665652,12.0824374127,12.0824374127
26470.0,14812.0,0.0,126.35,17.7744374032,172.565007101,0.111341449046,0.111341449046
26653.0,15288.0,4.575,138.25,12.749142128,201.02986555,28.4648584484,28.4648584484
26797.0,16030.0,8.175,156.8,18.8960974807,190.983025076,-10.0468404734,10.0468404734
26885.0,16618.0,10.375,171.5,14.8637142061,188.511854967,-2.47117010928,2.47117010928
27213.0,17309.0,18.575,188.775,19.1223854422,205.392836931,16.8809819639,16.8809819639
27597.0,18007.0,28.175,206.225,19.9163877247,208.817466535,3.42462960376,3.42462960376
28038.0,18618.0,39.2,221.5,18.8381594112,215.82100558,7.00353904568,7.00353904568
28227.0,18954.0,43.925,229.9,9.63771886911,209.358507002,-6.46249857796,6.46249857796
28939.0,19255.0,61.725,237.425,19.3252587305,247.084391793,37.7258847909,37.7258847909
29471.0,19519.0,75.025,244.025,14.8475587219,243.608443864,-3.47594792882,3.47594792882
30269.0,19527.0,94.975,244.225,19.9510024811,269.426418917,25.8179750529,25.8179750529
30936.0,19643.0,111.65,247.125,16.9252954184,260.135094535,-9.29132438237,9.29132438237
31712.0,19643.0,131.05,247.125,19.4,270.000662328,9.86556779361,9.86556779361
32150.0,19631.0,142.0,246.825,10.9541088182,271.570587252,1.56992492398,1.56992492398
32738.0,19438.0,156.7,242.0,15.4716070594,288.172273479,16.6016862262,16.6016862262
33464.0,19367.0,174.85,240.225,18.2365875371,275.586254994,-12.586018485,12.586018485
33781.0,19290.0,182.775,238.3,8.15544296774,283.654499596,8.06824460228,8.06824460228
34224.0,19077.0,193.85,232.975,12.2886634749,295.679832077,12.0253324815,12.0253324815
34528.0,18942.0,201.45,229.6,8.31568547986,293.946517882,-1.73331419539,1.73331419539
34768.0,18762.0,207.45,225.1,7.5,306.871380627,12.9248627449,12.9248627449
35411.0,18181.0,223.525,210.575,21.6652082843,312.100691255,5.2293106277,5.2293106277
36095.0,18212.0,240.625,211.35,17.1175531254,267.405946981,-44.6947442737,44.6947442737
36768.0,18410.0,257.45,216.3,17.5380479244,253.606696267,-13.7992507142,13.7992507142
37290.0,18691.0,270.5,223.325,14.8206992075,241.706693219,-11.9000030475,11.9000030475
