X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
(raw),(raw),(normalised),(normalised),(mm),(degrees),(degrees),(degrees)
814.4,306.4,9.3,2.7425,,,,
826.3,296.2,9.5975,2.4875,0.3918306394,310.6289971618,,
837.7,279.3,9.8825,2.065,0.5096383522,326.0138041834,15.3848070217,15.3848070217
844,269.3,10.04,1.815,0.2954763104,327.8148669225,1.8010627391,1.8010627391
842.2,258.8,9.995,1.5525,0.2663292136,9.7185078041,41.9036408816,41.9036408816
840.7,243.9,9.9575,1.18,0.3743828255,5.7448384916,-3.9736693126,3.9736693126
843.3,229.9,10.0225,0.83,0.3559845502,349.4865487982,-16.2582896934,16.2582896934
838.2,212.7,9.895,0.4,0.4485044593,16.5066423542,27.020093556,27.020093556
830.2,203.9,9.695,0.18,0.2973213749,42.2413377244,25.7346953702,25.7346953702
818.9,201,9.4125,0.1075,0.2916547617,75.5589099252,33.3175722007,33.3175722007
806.5,201.1,9.1025,0.11,0.3100100805,90.4157734935,14.8568635683,14.8568635683
804.7,201.9,9.0575,0.13,0.049244289,113.6960805418,23.2803070483,23.2803070483
795.1,207,8.8175,0.2575,0.271765064,117.9328554185,4.2367748767,4.2367748767
774.3,207.7,8.2975,0.275,0.5202943878,91.8999061441,-26.0329492744,26.0329492744
757.6,202.5,7.88,0.145,0.4372713688,72.6733902301,-19.2265159141,19.2265159141
735.8,206.1,7.335,0.235,0.5523812089,99.3514059281,26.678015698,26.678015698
720.5,206.1,6.9525,0.235,0.3825,89.9626277716,-9.3887781565,9.3887781565
699.9,210.7,6.4375,0.35,0.5276836173,102.5611327561,12.5985049845,12.5985049845
680.2,205.3,5.945,0.215,0.5106674554,74.644093252,-27.917039504,27.917039504
660.2,207.2,5.445,0.2625,0.5022511822,95.3983480493,20.7542547972,20.7542547972
646.1,204.2,5.0925,0.1875,0.3603904133,77.9497176336,-17.4486304157,17.4486304157
632.4,196.7,4.75,0,0.390464467,61.2695919062,-16.6801257274,16.6801257274
620.9,212.1,4.4625,0.385,0.4805010406,143.2314690938,81.9618771876,81.9618771876
604.7,218.8,4.0575,0.5525,0.4382707497,112.4387553296,-30.7927137641,30.7927137641
592.8,224.4,3.76,0.6925,0.328795149,115.1616377357,2.7228824061,2.7228824061
584.6,230.4,3.555,0.8425,0.2540177159,126.1476272872,10.9859895515,10.9859895515
575.3,231,3.3225,0.8575,0.2329833685,93.6299558238,-32.5176714634,32.5176714634
558.5,228.6,2.9025,0.7975,0.4242640687,81.8365470209,-11.7934088029,11.7934088029
542.2,235.9,2.495,0.98,0.44650028,114.0960124449,32.259465424,32.259465424
532.6,241.7,2.255,1.125,0.2804014979,121.0951791934,6.9991667485,6.9991667485
525.7,241.6,2.0825,1.1225,0.172518115,89.0867416394,-32.008437554,32.008437554
515.1,241.6,1.8175,1.1225,0.265,89.946023368,0.8592817286,0.8592817286
503.3,240.5,1.5225,1.095,0.296279007,84.6261972075,-5.3198261605,5.3198261605
491,237,1.215,1.0075,0.319706897,74.0731253572,-10.5530718503,10.5530718503
482.5,224.1,1.0025,0.685,0.3862156134,33.3611086611,-40.712016696,40.712016696
481.3,205.5,0.9725,0.22,0.465966737,3.689411033,-29.6716976281,29.6716976281
464.4,207.8,0.55,0.2775,0.4263947701,97.7166779858,94.0272669528,94.0272669528
455.1,217.3,0.3175,0.515,0.3323589927,135.5793039962,37.8626260104,37.8626260104
442.4,217.5,0,0.52,0.3175393676,90.8570417146,-44.7222622817,44.7222622817
