X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
(raw),(raw),(normalised),(normalised),(mm),(degrees),(degrees),(degrees)
23536,19024,0,177.6,,,,
23540,18792,0.1,171.8,5.8008620049,359.0122813317,,
23676,18492,3.5,164.3,8.2346827504,335.6143264846,-23.397954847,23.397954847
23756,18268,5.5,158.7,5.9464274989,340.3469694875,4.7326430029,4.7326430029
23952,17816,10.4,147.4,12.3166553902,336.5575221473,-3.7894473402,3.7894473402
24048,17500,12.8,139.5,8.256512581,343.1018413084,6.544319161,6.544319161
24280,17096,18.6,129.4,11.6468879964,330.1336703604,-12.968170948,12.968170948
24540,16980,25.1,126.5,7.1175838597,294.0460053873,-36.0876649731,36.0876649731
24980,16952,36.1,125.8,11.022250224,273.6424092377,-20.4035961496,20.4035961496
25408,17204,46.8,132.1,12.4169239347,239.5121038513,-34.1303053864,34.1303053864
25540,17308,50.1,134.7,4.2011903075,231.7688967798,-7.7432070714,7.7432070714
25664,17312,53.2,134.8,3.1016124839,268.1570800333,36.3881832535,36.3881832535
25744,17292,55.2,134.3,2.0615528128,284.0429197914,15.8858397581,15.8858397581
25844,17252,57.7,133.3,2.6925824036,291.8062910066,7.7633712152,7.7633712152
26004,17188,61.7,131.7,4.3081318457,291.8044388746,-0.001852132,0.001852132
26224,17112,67.2,129.8,5.8189346104,289.0599712462,-2.7444676284,2.7444676284
26392,17144,71.4,130.6,4.2755116653,259.2190601415,-29.8409111048,29.8409111048
26628,17064,77.3,128.6,6.2297672509,288.7279051807,29.5088450392,29.5088450392
26880,16964,83.6,126.1,6.7779052811,291.6463416979,2.9184365173,2.9184365173
27336,16620,95,117.5,14.2800560223,307.0311456261,15.3848039282,15.3848039282
27416,16500,97,114.5,3.6055512755,326.3121075758,19.2809619496,19.2809619496
27660,16324,103.1,110.1,7.5213030786,305.804842867,-20.5072647087,20.5072647087
27912,15800,109.4,97,14.5361618043,334.3167581937,28.5119153267,28.5119153267
28064,15308,113.2,84.7,12.8736164305,342.8321414894,8.5153832957,8.5153832957
28180,14892,116.1,74.3,10.7967587729,344.4194193311,1.5872778417,1.5872778417
28368,14620,120.8,67.5,8.2661962232,325.3496400516,-19.0697792795,19.0697792795
28236,14328,117.5,60.2,8.0112421009,24.3248592994,58.9752192479,58.9752192479
28636,14100,127.5,54.5,11.5104300528,299.6841703549,-84.6406889445,84.6406889445
28916,14084,134.5,54.1,7.0114192572,273.2724542813,-26.4117160737,26.4117160737
29252,13892,142.9,49.3,9.674709298,299.7461158684,26.4736615871,26.4736615871
29400,13856,146.6,48.4,3.8078865529,283.674897682,-16.0712181864,16.0712181864
29644,13776,152.7,46.4,6.4195015383,288.1547654395,4.4798677575,4.4798677575
29832,13460,157.4,38.5,9.1923881554,329.2508034229,41.0960379834,41.0960379834
30060,13288,163.1,34.2,7.1400280111,307.0319463712,-22.2188570517,22.2188570517
30276,13184,168.5,31.6,5.9933296255,295.7120528172,-11.3198935541,11.3198935541
30372,13144,170.9,30.6,2.6,292.6248932749,-3.0871595423,3.0871595423
30676,13092,178.5,29.3,7.7103826105,279.7084157318,-12.916477543,12.916477543
30820,13012,182.1,27.3,4.1182520564,299.0575929936,19.3491772618,19.3491772618
31092,12852,188.9,23.3,7.8892331693,300.4670595644,1.4094665708,1.4094665708
31492,12580,198.9,16.5,12.0929731663,304.2166344849,3.7495749205,3.7495749205
32024,12308,212.2,9.7,14.9375366108,297.0804707362,-7.1361637487,7.1361637487
32480,12104,223.6,4.6,12.4887949779,294.1032257831,-2.977244953,2.977244953
32868,11920,233.3,0,10.7354552768,295.3727127255,1.2694869424,1.2694869424
33192,11932,241.4,0.3,8.1055536517,267.8807438009,-27.4919689247,27.4919689247
33264,11948,243.2,0.7,1.8439088915,257.4788412224,-10.4019025785,10.4019025785
33588,12220,251.3,7.5,10.575916036,229.987413327,-27.4914278954,27.4914278954
33964,12296,260.7,9.4,9.590099061,258.5744287935,28.5870154665,28.5870154665
34388,12380,271.3,11.5,10.8060168425,258.7954193351,0.2209905416,0.2209905416
34656,12464,278,13.6,7.0213958726,252.5993038733,-6.1961154619,6.1961154619
34792,12468,281.4,13.7,3.4014702703,268.3195995753,15.720295702,15.720295702
34916,12524,284.5,15.1,3.4014702703,245.6993442204,-22.6202553549,22.6202553549
34980,12616,286.1,17.4,2.8017851452,214.8274383185,-30.8719059019,30.8719059019
35072,12624,288.4,17.6,2.3086792761,265.0365122215,50.209073903,50.209073903
35180,12584,291.1,16.6,2.8792360098,290.3277430566,25.2912308351,25.2912308351
35268,12584,293.3,16.6,2.2,270.0064348697,-20.3213081869,20.3213081869
