X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
(raw),(raw),(normalised),(normalised),(mm),(degrees),(degrees),(degrees)
672.1,369,6.225,7.4375,,,,
681.1,358.5,6.45,7.175,0.3457329171,319.4256190061,,
681.1,340.5,6.45,6.725,0.45,0,40.5743809939,40.5743809939
685.7,326.9,6.565,6.385,0.3589219971,341.3254110442,-18.6745889558,18.6745889558
684.9,308.8,6.545,5.9325,0.4529417733,2.52936953,21.2039584858,21.2039584858
687.8,295.1,6.6175,5.59,0.3500892743,348.0565819801,-14.4727875498,14.4727875498
704,290.1,7.0225,5.465,0.4238513891,287.1846462815,-60.8719356986,60.8719356986
721.3,278,7.455,5.1625,0.5277902045,304.9919737353,17.8073274538,17.8073274538
735.4,271.9,7.8075,5.01,0.3840735607,293.4286365783,-11.5633371569,11.5633371569
736.8,269,7.8425,4.9375,0.0805062109,334.3077869787,40.8791504004,40.8791504004
729.9,258.5,7.67,4.675,0.3141058739,33.2856318227,58.9778448441,58.9778448441
714.5,251.3,7.285,4.495,0.425,64.9119157028,31.6262838801,31.6262838801
696.5,251,6.835,4.4875,0.4500624957,89.0134120812,24.1014963784,24.1014963784
680.9,254.8,6.445,4.5825,0.4014037867,103.6553091885,14.6418971073,14.6418971073
672.3,264.7,6.23,4.83,0.3278433315,138.9908784595,35.335569271,35.335569271
654.3,262.9,5.78,4.785,0.452244403,84.2579639385,-54.732914521,54.732914521
637.5,270.2,5.36,4.9675,0.4579369498,113.4573433387,29.1993794003,29.1993794003
623,284.5,4.9975,5.325,0.5091291585,134.5820422097,21.124698871,21.124698871
607.4,286.9,4.6075,5.385,0.3945883931,98.7102112878,-35.8718309219,35.8718309219
597.7,273.9,4.365,5.06,0.405501233,36.7075180771,-62.0026932107,62.0026932107
580.4,263,3.9325,4.7875,0.5111873433,57.7630487666,21.0555306895,21.0555306895
566.8,274.3,3.5925,5.07,0.4420477915,129.6976192588,71.9345704922,71.9345704922
567.4,290.1,3.6075,5.465,0.3952847075,182.176121921,52.4785026622,52.4785026622
571,306.8,3.6975,5.8825,0.4270904471,192.1721116918,9.9959897708,9.9959897708
575.3,317,3.805,6.1375,0.2767331747,202.8789050198,10.706793328,10.706793328
562.2,327,3.4775,6.3875,0.4120148662,127.3289329821,-75.5499720377,75.5499720377
519.2,328.7,2.4025,6.43,1.0758397883,92.2506248746,-35.0783081075,35.0783081075
496.5,330.3,1.835,6.47,0.5689079451,94.0066120331,1.7559871585,1.7559871585
486.4,325,1.5825,6.3375,0.2851534675,62.2672366278,-31.7393754053,31.7393754053
474.7,330,1.29,6.4625,0.318090003,113.0979840657,50.8307474379,50.8307474379
467.8,338.3,1.1175,6.67,0.2698379143,140.2284027766,27.1304187109,27.1304187109
455,331.2,0.7975,6.4925,0.3659320292,60.9492480976,-79.279154679,79.279154679
443.2,337.9,0.5025,6.66,0.3392362746,119.5509809554,58.6017328578,58.6017328578
443.7,353.8,0.515,7.0575,0.3976964923,181.802294809,62.2513138536,62.2513138536
450.4,365.3,0.6825,7.345,0.3327348794,210.2471604426,28.4448656337,28.4448656337
447.5,383.2,0.61,7.7925,0.4533348652,170.7923393458,-39.4548210968,39.4548210968
429.5,392.8,0.16,8.0325,0.51,118.0476469789,-52.7446923669,52.7446923669
423.1,409.2,0,8.4425,0.4401136217,158.6702315844,40.6225846055,40.6225846055
434.2,415.5,0.2775,8.6,0.3190807108,240.4612688099,81.7910372255,81.7910372255
449,414.9,0.6475,8.585,0.3703039292,272.3601053429,31.898836533,31.898836533
465.8,413.9,1.0675,8.56,0.4207433897,273.4403536591,1.0802483162,1.0802483162
481.6,412.3,1.4625,8.52,0.3970201506,275.8182139914,2.3778603323,2.3778603323
496.4,408,1.8325,8.4125,0.3853002076,286.2363540327,10.4181400413,10.4181400413
505.6,403.2,2.0625,8.2925,0.2594224354,297.6016896081,11.3653355754,11.3653355754
514.1,393.3,2.275,8.045,0.3262092886,319.3796311583,21.7779415502,21.7779415502
521.1,382.2,2.45,7.7675,0.3280720195,327.7864608499,8.4068296916,8.4068296916
526.8,369,2.5925,7.4375,0.359452709,336.6602030498,8.8737422,8.8737422
529.9,356.9,2.67,7.135,0.3122699153,345.6413617746,8.9811587248,8.9811587248
530.6,340.2,2.6875,6.7175,0.4178666055,357.6012182286,11.959856454,11.959856454
536.2,323.6,2.8275,6.3025,0.43797831,341.3686407894,-16.2325774392,16.2325774392
